Alter;Einkommen;Preis;Geschlecht;Zeit;KundeNr;Modell;Quartal
42;52370.0;74270.35;0.0;48.0;K0576;E1;2. Quartal
52;90021.0;124563.89;1.0;64.0;K0228;E1;2. Quartal
58;80881.0;102290.11;1.0;33.0;K1019;E3;2. Quartal
56;68794.0;108744.79;1.0;57.0;K0621;E2;2. Quartal
52;53837.0;64750.35;1.0;22.0;K0487;E1;4. Quartal
35;48208.0;78096.44;1.0;50.0;K0948;E2;3. Quartal
31;45328.0;68156.01;0.0;39.0;K0178;E1;2. Quartal
70;82041.0;106587.98;1.0;44.0;K1067;E3;2. Quartal
42;34792.0;71876.74;1.0;27.0;K0539;E3;2. Quartal
58;73853.0;97928.13;1.0;50.0;K0136;E2;2. Quartal
64;81163.0;124639.62;0.0;60.0;K0589;E3;2. Quartal
69;79059.0;115211.31;0.0;53.0;K0450;E3;2. Quartal
39;39831.0;56301.97;1.0;41.0;K0808;E1;2. Quartal
39;37905.0;61717.86;1.0;32.0;K1101;E1;3. Quartal
52;60315.0;106359.99;1.0;40.0;K0008;E2;2. Quartal
61;64831.0;113585.7;0.0;35.0;K0437;E2;2. Quartal
42;63657.0;84814.32;1.0;40.0;K0156;E2;4. Quartal
44;14547.0;28960.3;1.0;29.0;K0708;E1;4. Quartal
51;55866.0;84704.04;0.0;35.0;K0358;E3;2. Quartal
55;56358.0;105656.62;0.0;49.0;K0645;E1;4. Quartal
30;49623.0;65451.53;1.0;42.0;K0224;E3;2. Quartal
46;67067.0;88579.71;1.0;45.0;K0330;E1;3. Quartal
43;49162.0;84864.12;0.0;43.0;K0594;E3;3. Quartal
31;33788.0;67174.26;0.0;28.0;K0543;E2;3. Quartal
69;87922.0;120453.26;0.0;54.0;K0929;E3;2. Quartal
33;51920.0;54310.26;0.0;38.0;K0555;E2;2. Quartal
37;45690.0;64971.82;1.0;34.0;K0683;E1;3. Quartal
61;64150.0;91908.79;0.0;47.0;K0747;E2;1. Quartal
31;19138.0;21471.65;0.0;37.0;K0845;E1;4. Quartal
55;79452.0;117307.67;1.0;49.0;K0990;E3;4. Quartal
50;42001.0;69941.72;1.0;29.0;K0697;E1;2. Quartal
49;63355.0;111931.58;1.0;45.0;K1066;E2;2. Quartal
67;73998.0;111198.78;1.0;55.0;K0704;E3;2. Quartal
60;61297.0;89077.09;1.0;39.0;K0558;E2;2. Quartal
69;75241.0;128050.39;1.0;44.0;K0932;E2;2. Quartal
56;79198.0;85437.96;1.0;54.0;K1051;E3;3. Quartal
41;53509.0;90805.35;0.0;37.0;K0441;E1;2. Quartal
46;64863.0;101644.17;0.0;45.0;K1052;E3;2. Quartal
57;76586.0;104976.08;1.0;45.0;K0847;E3;3. Quartal
55;68214.0;75900.15;0.0;47.0;K0801;E2;4. Quartal
66;67497.0;117195.91;1.0;55.0;K0164;E3;2. Quartal
60;49925.0;84170.57;0.0;39.0;K0229;E2;2. Quartal
36;48447.0;90879.99;1.0;45.0;K0786;E3;2. Quartal
40;46664.0;59309.97;1.0;36.0;K0873;E1;3. Quartal
32;43819.0;57548.45;1.0;47.0;K0213;E2;4. Quartal
66;88070.0;129089.55;1.0;53.0;K0915;E3;2. Quartal
54;54712.0;92084.38;1.0;35.0;K0080;E1;4. Quartal
40;53774.0;90227.44;1.0;37.0;K0149;E2;3. Quartal
35;44671.0;58157.49;1.0;34.0;K0303;E1;4. Quartal
63;47767.0;81512.67;0.0;53.0;K0761;E2;4. Quartal
39;46774.0;93641.06;1.0;40.0;K0995;E1;3. Quartal
33;52554.0;60796.8;0.0;34.0;K0738;E1;3. Quartal
58;63385.0;93077.19;0.0;41.0;K0718;E2;3. Quartal
49;63769.0;88665.28;1.0;41.0;K0044;E3;4. Quartal
39;36057.0;73098.28;1.0;32.0;K0969;E1;2. Quartal
68;80664.0;122681.63;0.0;63.0;K0134;E2;3. Quartal
66;62298.0;88092.7;1.0;53.0;K0666;E1;3. Quartal
58;48730.0;87338.42;1.0;34.0;K0746;E3;1. Quartal
52;60428.0;102443.11;0.0;43.0;K0600;E3;2. Quartal
50;53438.0;81140.06;1.0;50.0;K0312;E1;3. Quartal
34;25640.0;59338.04;0.0;27.0;K0409;E1;2. Quartal
52;59873.0;76854.89;1.0;39.0;K1077;E3;4. Quartal
34;47144.0;76527.76;1.0;50.0;K0970;E1;2. Quartal
69;62333.0;123546.58;0.0;32.0;K0678;E2;2. Quartal
54;64833.0;93686.46;1.0;54.0;K0940;E1;4. Quartal
58;68532.0;86666.09;0.0;51.0;K0979;E2;3. Quartal
39;35523.0;54246.76;1.0;36.0;K0971;E1;3. Quartal
68;89437.0;114481.9;1.0;62.0;K0001;E2;2. Quartal
65;73513.0;119578.06;1.0;43.0;K0423;E3;4. Quartal
44;51181.0;83060.06;1.0;33.0;K0361;E2;1. Quartal
52;59011.0;88150.0;1.0;45.0;K0383;E2;2. Quartal
47;60557.0;96808.99;0.0;49.0;K0317;E1;2. Quartal
54;43811.0;77794.39;1.0;45.0;K0926;E1;2. Quartal
39;45332.0;77782.69;0.0;24.0;K0476;E3;2. Quartal
49;56231.0;67307.08;0.0;33.0;K0846;E2;4. Quartal
62;67502.0;104564.5;1.0;43.0;K0965;E1;3. Quartal
58;64297.0;110338.33;1.0;56.0;K0530;E3;3. Quartal
31;31976.0;45789.83;1.0;33.0;K0635;E1;2. Quartal
46;46549.0;62984.61;0.0;43.0;K1065;E2;4. Quartal
51;56496.0;78599.02;1.0;49.0;K0141;E1;3. Quartal
68;57238.0;84306.46;1.0;54.0;K0173;E3;2. Quartal
39;28981.0;67912.67;1.0;28.0;K0451;E1;2. Quartal
42;49536.0;62506.44;0.0;39.0;K0126;E2;2. Quartal
56;61743.0;100812.37;1.0;41.0;K0542;E1;3. Quartal
39;31451.0;41728.39;1.0;27.0;K0562;E1;2. Quartal
34;41276.0;53961.89;1.0;33.0;K0661;E1;2. Quartal
47;48752.0;78207.23;0.0;38.0;K1048;E2;4. Quartal
64;63338.0;92846.99;1.0;39.0;K0091;E2;2. Quartal
57;68664.0;118552.48;0.0;58.0;K1070;E1;2. Quartal
66;83118.0;113976.31;0.0;67.0;K0182;E3;1. Quartal
37;54403.0;53690.36;0.0;47.0;K0364;E3;2. Quartal
48;58620.0;95311.77;1.0;52.0;K0559;E3;2. Quartal
37;44398.0;57851.21;0.0;39.0;K0275;E2;4. Quartal
53;47554.0;85424.37;1.0;37.0;K0835;E3;2. Quartal
37;42600.0;65540.55;0.0;25.0;K0252;E1;3. Quartal
50;59505.0;78150.23;0.0;37.0;K0070;E2;2. Quartal
62;47766.0;91150.03;1.0;47.0;K0292;E2;2. Quartal
66;73170.0;109500.77;0.0;54.0;K0132;E2;2. Quartal
59;81225.0;111772.36;2.0;57.0;K0301;E3;2. Quartal
42;47660.0;69281.41;0.0;46.0;K0567;E3;3. Quartal
56;45484.0;68018.6;1.0;35.0;K0327;E1;2. Quartal
40;33908.0;69238.65;1.0;45.0;K0848;E1;2. Quartal
57;65311.0;87351.94;1.0;47.0;K0145;E3;2. Quartal
51;59485.0;96388.95;0.0;49.0;K0500;E2;3. Quartal
41;50613.0;81875.89;1.0;35.0;K0905;E2;1. Quartal
30;47053.0;85990.12;1.0;39.0;K1095;E1;4. Quartal
59;69178.0;80282.57;1.0;48.0;K0496;E2;4. Quartal
53;62497.0;95797.57;1.0;47.0;K0339;E2;3. Quartal
42;58398.0;86430.54;1.0;38.0;K0804;E2;2. Quartal
62;84681.0;115423.31;0.0;50.0;K0165;E3;2. Quartal
45;47574.0;87328.47;1.0;33.0;K0029;E2;3. Quartal
41;46486.0;79483.05;1.0;40.0;K0517;E1;2. Quartal
46;58938.0;78516.69;1.0;57.0;K0194;E2;3. Quartal
46;37812.0;67614.67;1.0;39.0;K0693;E1;4. Quartal
53;70392.0;89785.65;1.0;59.0;K0170;E3;2. Quartal
45;45742.0;83874.88;0.0;39.0;K0599;E2;3. Quartal
31;39454.0;65981.74;1.0;39.0;K0174;E1;2. Quartal
50;57994.0;93543.59;1.0;49.0;K0519;E2;3. Quartal
67;79290.0;122565.05;1.0;46.0;K0853;E1;3. Quartal
47;45296.0;69529.36;0.0;40.0;K0592;E1;2. Quartal
52;66942.0;90579.78;0.0;50.0;K0492;E2;2. Quartal
55;63491.0;115135.5;1.0;39.0;K0074;E2;3. Quartal
66;65032.0;96232.71;1.0;53.0;K0920;E3;2. Quartal
31;60920.0;92362.74;0.0;49.0;K0235;E3;2. Quartal
49;67407.0;96728.92;1.0;49.0;K0215;E1;4. Quartal
54;60464.0;79245.06;0.0;55.0;K0793;E1;2. Quartal
52;80319.0;124885.27;0.0;51.0;K0133;E3;4. Quartal
57;75502.0;112788.96;1.0;61.0;K0616;E3;2. Quartal
52;50014.0;86755.55;1.0;38.0;K0788;E2;3. Quartal
48;31841.0;58334.15;1.0;28.0;K0186;E1;3. Quartal
55;54161.0;104859.86;1.0;36.0;K0042;E2;2. Quartal
56;74257.0;110427.22;0.0;49.0;K0109;E3;1. Quartal
62;60595.0;101207.94;0.0;36.0;K0712;E2;3. Quartal
67;89170.0;123408.48;1.0;76.0;K1093;E2;2. Quartal
42;45845.0;97820.78;1.0;42.0;K0875;E1;3. Quartal
68;89120.0;135200.0;0.0;55.0;K0484;E3;4. Quartal
33;49726.0;71847.89;1.0;41.0;K0469;E2;4. Quartal
51;50677.0;83785.2;0.0;34.0;K0025;E2;2. Quartal
55;66128.0;117054.79;0.0;43.0;K0924;E3;2. Quartal
51;68102.0;101089.53;1.0;52.0;K0910;E3;1. Quartal
53;80451.0;112949.61;1.0;58.0;K0895;E2;4. Quartal
30;30285.0;49774.03;1.0;22.0;K0908;E1;2. Quartal
33;45996.0;70449.86;1.0;29.0;K0367;E2;4. Quartal
66;78982.0;116107.59;1.0;45.0;K0794;E2;2. Quartal
38;33666.0;50494.07;1.0;13.0;K0384;E1;2. Quartal
60;70713.0;93794.62;0.0;48.0;K0455;E2;1. Quartal
64;79102.0;120716.52;1.0;54.0;K0265;E3;1. Quartal
43;56035.0;83116.94;1.0;51.0;K0781;E1;4. Quartal
70;90512.0;133444.42;1.0;56.0;K0818;E3;3. Quartal
66;82404.0;113241.16;0.0;55.0;K0445;E3;2. Quartal
51;62402.0;106473.29;1.0;55.0;K0396;E3;3. Quartal
46;62212.0;81404.44;1.0;42.0;K0177;E2;4. Quartal
59;72303.0;101687.09;0.0;44.0;K0019;E2;3. Quartal
44;44135.0;90278.48;1.0;50.0;K0595;E1;2. Quartal
49;62203.0;85122.57;1.0;43.0;K0724;E1;3. Quartal
65;65989.0;102710.38;1.0;44.0;K0062;E3;2. Quartal
50;59828.0;87813.11;0.0;46.0;K0273;E2;2. Quartal
38;47762.0;72194.21;1.0;39.0;K1037;E1;4. Quartal
62;56784.0;80874.62;0.0;38.0;K0279;E3;3. Quartal
59;64556.0;115909.26;1.0;52.0;K0707;E2;2. Quartal
61;72628.0;107586.29;0.0;43.0;K0369;E3;4. Quartal
32;26860.0;37058.29;0.0;26.0;K0744;E1;3. Quartal
44;49072.0;68862.67;1.0;43.0;K0978;E2;2. Quartal
35;48297.0;62369.93;1.0;37.0;K0823;E2;2. Quartal
48;60494.0;85749.76;1.0;39.0;K0548;E3;4. Quartal
37;41869.0;62593.9;1.0;29.0;K0737;E1;3. Quartal
30;45604.0;69872.12;1.0;35.0;K0756;E1;3. Quartal
64;74222.0;108488.51;1.0;50.0;K0457;E3;4. Quartal
68;72078.0;93935.85;1.0;51.0;K0394;E2;3. Quartal
59;65278.0;91121.52;1.0;42.0;K0831;E2;4. Quartal
47;46708.0;70719.18;1.0;31.0;K1006;E1;4. Quartal
48;47062.0;79825.38;0.0;34.0;K0376;E2;2. Quartal
55;66738.0;120215.5;1.0;52.0;K0413;E1;3. Quartal
54;56229.0;97038.57;0.0;40.0;K0075;E3;3. Quartal
69;76330.0;120784.01;1.0;47.0;K1033;E3;2. Quartal
42;53660.0;77862.18;1.0;37.0;K0501;E3;4. Quartal
30;31727.0;62658.18;0.0;20.0;K0674;E1;2. Quartal
32;42406.0;45125.2;1.0;39.0;K0115;E2;2. Quartal
59;64816.0;102801.02;1.0;54.0;K0418;E2;1. Quartal
64;83452.0;133180.7;;62.0;K0090;E3;2. Quartal
53;77106.0;111716.45;1.0;51.0;K1057;E2;4. Quartal
54;43162.0;81298.0;1.0;34.0;K0499;E1;2. Quartal
45;42110.0;67204.52;1.0;33.0;K0733;E3;1. Quartal
33;27264.0;49485.54;1.0;15.0;K0740;E1;2. Quartal
65;73235.0;115599.05;0.0;40.0;K0012;E1;4. Quartal
58;70268.0;103403.43;1.0;48.0;K0397;E2;2. Quartal
39;35011.0;57408.01;0.0;32.0;K0668;E1;3. Quartal
69;61320.0;113385.31;1.0;50.0;K0946;E1;2. Quartal
31;26047.0;63491.25;1.0;24.0;K0043;E2;4. Quartal
61;76325.0;116425.9;1.0;45.0;K0168;E2;3. Quartal
62;84673.0;118973.65;1.0;57.0;K0417;E3;2. Quartal
57;77726.0;125762.16;0.0;56.0;K0577;E3;2. Quartal
63;80199.0;138366.29;0.0;70.0;K0904;E3;3. Quartal
48;77759.0;130352.49;0.0;42.0;K0427;E2;4. Quartal
58;63366.0;104762.36;1.0;49.0;K0545;E2;2. Quartal
44;62396.0;94641.94;0.0;43.0;K1034;E3;2. Quartal
45;45825.0;80681.1;1.0;42.0;K1084;E1;4. Quartal
35;35242.0;63070.96;1.0;34.0;K0844;E1;3. Quartal
54;72410.0;117491.52;1.0;53.0;K0741;E1;3. Quartal
54;49596.0;68169.84;0.0;40.0;K0258;E2;2. Quartal
55;50959.0;88240.21;1.0;46.0;K0336;E2;3. Quartal
51;47883.0;90273.18;1.0;45.0;K0016;E3;2. Quartal
70;89117.0;128700.13;0.0;63.0;K0758;E3;3. Quartal
52;66602.0;98756.07;;45.0;K0325;E1;3. Quartal
40;56643.0;96334.06;0.0;35.0;K0913;E2;2. Quartal
64;92461.0;105443.46;1.0;66.0;K0906;E3;2. Quartal
69;83089.0;136022.46;1.0;42.0;K0223;E3;3. Quartal
57;75347.0;111539.65;0.0;49.0;K0180;E3;2. Quartal
41;63780.0;90449.48;0.0;47.0;K0100;E2;2. Quartal
45;38876.0;78038.11;1.0;45.0;K0522;E1;2. Quartal
62;75575.0;124516.56;1.0;50.0;K0023;E3;3. Quartal
54;51135.0;95898.4;1.0;36.0;K0357;E2;3. Quartal
54;71828.0;99915.01;0.0;54.0;K0802;E1;3. Quartal
52;58284.0;93481.79;1.0;43.0;K1025;E1;1. Quartal
57;62292.0;99289.0;1.0;46.0;K0612;E1;2. Quartal
69;85191.0;134143.64;0.0;55.0;K1071;E3;4. Quartal
36;28194.0;33483.78;0.0;33.0;K0341;E1;2. Quartal
45;45178.0;70342.95;0.0;43.0;K0432;E1;4. Quartal
59;70484.0;107496.17;0.0;58.0;K0852;E3;4. Quartal
56;79765.0;117216.16;1.0;59.0;K0991;E3;3. Quartal
38;38681.0;65930.74;1.0;36.0;K0204;E3;4. Quartal
55;53760.0;93912.15;0.0;33.0;K0760;E2;1. Quartal
68;83716.0;125611.48;0.0;53.0;K0094;E2;2. Quartal
55;62026.0;79649.63;0.0;61.0;K1039;E1;2. Quartal
69;71612.0;116360.51;1.0;42.0;K0069;E3;2. Quartal
47;60658.0;87172.44;0.0;39.0;K0751;E1;4. Quartal
67;87141.0;147149.94;0.0;65.0;K0285;E3;3. Quartal
51;66558.0;115445.45;1.0;54.0;K1060;E2;4. Quartal
31;28390.0;59963.88;0.0;29.0;K0435;E1;2. Quartal
30;14993.0;33678.17;0.0;34.0;K0154;E2;3. Quartal
70;86939.0;132147.29;0.0;67.0;K0076;E3;2. Quartal
32;43734.0;49055.81;0.0;34.0;K0876;E3;4. Quartal
35;39852.0;63972.97;1.0;35.0;K0581;E1;4. Quartal
32;30856.0;27934.83;1.0;18.0;K0447;E2;2. Quartal
61;73383.0;105062.59;0.0;49.0;K0189;E1;2. Quartal
43;54023.0;67446.84;1.0;36.0;K0272;E1;1. Quartal
41;62190.0;72016.19;1.0;46.0;K0237;E1;3. Quartal
61;72690.0;101692.85;0.0;55.0;K0488;E3;3. Quartal
49;56341.0;83125.26;1.0;45.0;K1068;E3;3. Quartal
68;76627.0;106279.31;1.0;59.0;K0560;E3;4. Quartal
55;51515.0;78247.78;0.0;51.0;K0118;E1;3. Quartal
42;44684.0;87308.31;0.0;39.0;K0884;E1;2. Quartal
62;79791.0;101275.87;0.0;48.0;K0972;E3;3. Quartal
48;67677.0;94002.32;1.0;42.0;K0513;E3;3. Quartal
54;42499.0;75331.36;1.0;45.0;K0634;E1;2. Quartal
67;94092.0;135212.01;1.0;63.0;K0662;E3;3. Quartal
65;59789.0;96988.98;1.0;45.0;K0959;E2;4. Quartal
59;68591.0;85536.41;1.0;50.0;K0715;E3;2. Quartal
61;83098.0;116002.86;1.0;53.0;K0127;E2;2. Quartal
34;39181.0;41898.43;0.0;39.0;K0117;E3;2. Quartal
50;65573.0;99556.57;1.0;40.0;K0474;E2;2. Quartal
35;58918.0;82500.37;1.0;57.0;K0829;E2;3. Quartal
47;57101.0;79106.97;1.0;43.0;K0058;E1;1. Quartal
61;63590.0;86929.76;0.0;34.0;K0604;E1;3. Quartal
70;68456.0;111312.94;1.0;51.0;K0810;E2;2. Quartal
57;81401.0;113014.09;1.0;49.0;K0657;E2;2. Quartal
41;49301.0;68579.84;1.0;49.0;K0759;E2;2. Quartal
64;75171.0;112055.97;1.0;53.0;K0106;E1;4. Quartal
39;45869.0;80389.23;1.0;32.0;K0636;E1;3. Quartal
59;55669.0;84097.56;0.0;31.0;K0370;E3;2. Quartal
62;63275.0;110109.58;1.0;38.0;K0269;E2;2. Quartal
35;51440.0;76009.29;0.0;50.0;K0656;E2;1. Quartal
37;45467.0;75752.08;1.0;43.0;K0047;E1;2. Quartal
44;47183.0;70636.85;1.0;34.0;K0350;E2;2. Quartal
53;70100.0;107089.66;1.0;54.0;K0196;E1;2. Quartal
52;69175.0;103778.57;1.0;54.0;K0103;E2;2. Quartal
34;16069.0;36929.31;0.0;20.0;K0992;E2;2. Quartal
68;54974.0;83002.22;1.0;42.0;K0947;E2;4. Quartal
43;58063.0;93120.95;1.0;45.0;K0916;E1;3. Quartal
39;42008.0;69244.54;0.0;45.0;K0882;E1;3. Quartal
31;31826.0;61856.99;0.0;20.0;K0264;E1;2. Quartal
57;66921.0;95988.37;0.0;57.0;K1062;E2;2. Quartal
62;84548.0;110128.73;1.0;58.0;K0444;E3;4. Quartal
47;69003.0;102390.57;0.0;46.0;K0811;E2;2. Quartal
35;40901.0;66275.03;1.0;49.0;K0878;E1;2. Quartal
70;84543.0;128417.08;1.0;60.0;K0305;E2;3. Quartal
65;88138.0;123538.59;0.0;58.0;K0342;E3;2. Quartal
41;38996.0;66237.4;0.0;28.0;K1002;E1;2. Quartal
52;68820.0;88926.82;0.0;45.0;K0314;E2;2. Quartal
57;57191.0;96831.38;0.0;53.0;K0150;E2;3. Quartal
55;67004.0;114150.05;1.0;51.0;K0125;E3;4. Quartal
52;66760.0;103242.45;1.0;45.0;K0937;E3;2. Quartal
53;53504.0;98914.66;1.0;42.0;K0977;E1;2. Quartal
66;82882.0;127752.43;0.0;56.0;K0665;E3;4. Quartal
65;70352.0;92584.18;0.0;49.0;K0051;E3;2. Quartal
61;65481.0;95229.38;1.0;44.0;K0354;E3;3. Quartal
55;51720.0;98714.27;1.0;34.0;K1061;E2;3. Quartal
31;36296.0;35482.61;0.0;31.0;K0143;E1;3. Quartal
58;65705.0;102678.3;0.0;57.0;K0471;E2;4. Quartal
30;23521.0;24543.56;1.0;24.0;K0654;E1;2. Quartal
55;67168.0;95526.72;0.0;57.0;K0400;E2;4. Quartal
50;59847.0;95607.73;1.0;43.0;K0754;E2;2. Quartal
69;69084.0;107414.81;1.0;41.0;K0321;E2;4. Quartal
67;78468.0;123598.99;0.0;47.0;K0020;E3;3. Quartal
55;77056.0;118343.37;1.0;54.0;K0685;E3;2. Quartal
62;80910.0;108522.61;0.0;59.0;K0962;E3;2. Quartal
46;46834.0;71854.37;1.0;47.0;K0941;E1;2. Quartal
37;50552.0;83913.36;1.0;45.0;K0999;E2;3. Quartal
59;79812.0;112833.38;1.0;50.0;K0408;E3;4. Quartal
36;41243.0;55677.0;1.0;31.0;K0538;E1;2. Quartal
44;39771.0;72076.48;1.0;32.0;K0953;E1;3. Quartal
33;57513.0;62722.06;0.0;44.0;K0966;E1;3. Quartal
120;61857.0;104214.07;1.0;52.0;K0039;E3;2. Quartal
66;61785.0;108131.17;0.0;52.0;K0176;E3;4. Quartal
32;40729.0;54787.08;1.0;33.0;K0246;E1;4. Quartal
31;30097.0;59710.03;1.0;26.0;K0985;E2;2. Quartal
46;47322.0;73162.63;1.0;34.0;K0803;E3;4. Quartal
43;35922.0;51533.78;0.0;27.0;K0901;E2;2. Quartal
54;85929.0;129836.57;1.0;66.0;K1054;E2;2. Quartal
56;73496.0;94040.73;0.0;47.0;K0155;E2;2. Quartal
62;76582.0;124774.93;0.0;61.0;K0639;E2;3. Quartal
32;45882.0;78435.1;1.0;45.0;K0663;E2;2. Quartal
56;58547.0;99077.0;0.0;60.0;K0288;E2;3. Quartal
42;56364.0;66173.96;1.0;50.0;K0626;E2;3. Quartal
63;66387.0;112799.7;0.0;44.0;K0686;E2;2. Quartal
34;43401.0;58491.97;1.0;36.0;K0880;E1;3. Quartal
57;40164.0;77779.65;0.0;46.0;K0570;E2;2. Quartal
38;35130.0;52189.58;1.0;51.0;K0890;E2;4. Quartal
53;55741.0;83296.61;0.0;41.0;K0018;E3;3. Quartal
68;93769.0;137923.28;1.0;42.0;K0128;E2;4. Quartal
61;67757.0;107610.75;0.0;47.0;K0323;E3;3. Quartal
49;35194.0;65668.36;1.0;28.0;K0256;E1;2. Quartal
67;91461.0;131748.07;;66.0;K0790;E1;4. Quartal
47;40566.0;54913.08;0.0;30.0;K1087;E1;3. Quartal
61;68606.0;99514.15;1.0;41.0;K0191;E2;4. Quartal
30;45256.0;62326.68;1.0;37.0;K0116;E1;1. Quartal
58;60549.0;95376.05;0.0;44.0;K1081;E2;2. Quartal
34;40849.0;60157.5;1.0;36.0;K1013;E1;3. Quartal
67;80824.0;132575.6;1.0;52.0;K0607;E3;3. Quartal
52;63832.0;84810.82;0.0;35.0;K0181;E2;2. Quartal
58;48580.0;77722.17;1.0;32.0;K0302;E2;2. Quartal
64;71888.0;108277.84;0.0;49.0;K0907;E2;4. Quartal
31;29275.0;51628.74;1.0;30.0;K0854;E1;2. Quartal
41;39563.0;78550.75;1.0;39.0;K0867;E1;3. Quartal
55;59442.0;88964.7;1.0;36.0;K0821;E2;2. Quartal
68;67429.0;100668.95;0.0;54.0;K0797;E1;2. Quartal
54;71244.0;92301.85;1.0;51.0;K0518;E2;3. Quartal
45;50903.0;79988.48;1.0;52.0;K0373;E1;3. Quartal
36;69703.0;86119.52;0.0;50.0;K0046;E3;2. Quartal
66;76920.0;113661.11;1.0;53.0;K0477;E3;2. Quartal
32;52664.0;72598.33;1.0;53.0;K0158;E3;3. Quartal
46;58260.0;104933.18;1.0;43.0;K0891;E2;2. Quartal
41;59921.0;111734.31;0.0;40.0;K0172;E2;2. Quartal
31;42377.0;69094.76;1.0;31.0;K0017;E1;2. Quartal
60;64260.0;95392.37;0.0;33.0;K0512;E2;2. Quartal
43;42342.0;66374.97;1.0;37.0;K0049;E1;2. Quartal
33;30037.0;62787.47;1.0;28.0;K0192;E1;4. Quartal
52;84942.0;110785.84;1.0;49.0;K1000;E2;4. Quartal
64;84143.0;106701.56;0.0;42.0;K0516;E2;2. Quartal
39;40159.0;67170.69;1.0;37.0;K1102;E2;3. Quartal
63;71039.0;98163.51;1.0;48.0;K0822;E3;4. Quartal
64;64626.0;113550.22;0.0;55.0;K0481;E3;4. Quartal
67;93757.0;134096.72;1.0;54.0;K0284;E3;2. Quartal
35;52473.0;86012.47;1.0;57.0;K0860;E3;1. Quartal
32;47570.0;82420.11;1.0;38.0;K0787;E2;2. Quartal
57;73261.0;95081.32;0.0;52.0;K0226;E1;3. Quartal
56;61920.0;94455.39;1.0;49.0;K0027;E3;2. Quartal
43;70080.0;94723.69;0.0;48.0;K0933;E2;2. Quartal
56;74505.0;103566.8;1.0;50.0;K0438;E3;2. Quartal
42;70246.0;94369.73;1.0;44.0;K1075;E2;4. Quartal
34;24647.0;49746.45;1.0;26.0;K0365;E1;3. Quartal
59;61009.0;103904.6;0.0;40.0;K0230;E2;3. Quartal
33;41309.0;82824.09;1.0;25.0;K0038;E1;4. Quartal
46;62109.0;79387.46;1.0;50.0;K0670;E3;2. Quartal
34;45499.0;58717.86;1.0;40.0;K0750;E1;3. Quartal
30;37341.0;41316.33;1.0;32.0;K1088;E1;2. Quartal
59;56937.0;109491.66;1.0;55.0;K0375;E2;2. Quartal
40;41023.0;59175.54;0.0;49.0;K0470;E1;3. Quartal
43;53520.0;94866.27;1.0;44.0;K1089;E2;3. Quartal
41;31809.0;44588.0;1.0;27.0;K0688;E1;4. Quartal
33;43075.0;60255.17;1.0;37.0;K1012;E1;4. Quartal
53;43943.0;71806.29;1.0;35.0;K0842;E1;2. Quartal
43;48335.0;68096.85;0.0;42.0;K0870;E2;2. Quartal
67;72430.0;116130.92;1.0;43.0;K0195;E2;2. Quartal
55;52440.0;73482.49;0.0;41.0;K1043;E1;2. Quartal
66;79684.0;111685.27;0.0;44.0;K1027;E2;2. Quartal
41;49106.0;60659.78;1.0;35.0;K0504;E2;4. Quartal
31;32891.0;59486.79;0.0;34.0;K1090;E1;2. Quartal
65;79806.0;124673.13;0.0;69.0;K0988;E3;3. Quartal
67;93933.0;124053.4;0.0;61.0;K0580;E1;3. Quartal
37;45011.0;63758.96;1.0;38.0;K0161;E1;2. Quartal
57;68984.0;81325.05;0.0;41.0;K0681;E1;1. Quartal
64;70698.0;118855.24;1.0;45.0;K1041;E2;2. Quartal
38;49724.0;69448.24;0.0;33.0;K0163;E3;2. Quartal
47;51053.0;89354.82;1.0;49.0;K0706;E2;4. Quartal
37;66600.0;86748.87;1.0;49.0;K1015;E2;3. Quartal
62;64538.0;113786.43;1.0;49.0;K0153;E2;2. Quartal
48;48903.0;59895.32;0.0;38.0;K0817;E3;2. Quartal
49;65479.0;92555.99;1.0;45.0;K0866;E2;2. Quartal
38;61052.0;93849.29;1.0;39.0;K0903;E2;3. Quartal
64;79138.0;114319.8;0.0;59.0;K0112;E3;3. Quartal
54;70130.0;127478.45;1.0;46.0;K0227;E2;4. Quartal
66;74400.0;114577.68;1.0;51.0;K0824;E3;2. Quartal
53;59879.0;92542.02;1.0;39.0;K0104;E2;2. Quartal
34;39127.0;71127.46;0.0;27.0;K0422;E1;2. Quartal
52;77055.0;121764.28;1.0;60.0;K0420;E2;1. Quartal
64;91409.0;140161.07;1.0;76.0;K0897;E3;3. Quartal
66;86787.0;127064.84;0.0;54.0;K0587;E3;3. Quartal
68;80968.0;135002.85;1.0;47.0;K0931;E3;2. Quartal
38;45470.0;72615.51;1.0;40.0;K0673;E1;3. Quartal
68;80444.0;131551.59;1.0;44.0;K0120;E3;4. Quartal
31;33214.0;58416.51;1.0;31.0;K0054;E1;4. Quartal
68;73781.0;120941.76;0.0;55.0;K0152;E3;2. Quartal
58;54668.0;99426.78;1.0;42.0;K0404;E2;1. Quartal
48;45545.0;75700.83;0.0;30.0;K1103;E3;2. Quartal
32;35961.0;42830.37;0.0;28.0;K0208;E1;2. Quartal
34;43862.0;91438.09;1.0;32.0;K0659;E1;2. Quartal
69;84021.0;133358.19;1.0;56.0;K1005;E3;2. Quartal
58;48755.0;95736.22;1.0;43.0;K0911;E2;3. Quartal
40;50085.0;68956.52;0.0;42.0;K0009;E2;3. Quartal
